"X20240721_SIA_Batch2_Control_rep1.raw","X20240723_SIA_Batch3_Control_rep1.raw","X20240725_SIA_Batch4_Control_rep1.raw","X20240727_SIA_Batch5_Control_rep1.raw","X20240729_SIA_Batch6_Control_rep1.raw","X20240801_SIA_Batch7_Control_rep1.raw","X20240803_SIA_Batch8_Control_rep1.raw","X20240804_SIA_Batch9_Control_rep1.raw","X20240806_SIA_Batch10_Control_rep1.raw","X20240809_SIA_Batch1_Control_rep1.raw","X20240721_SIA_Batch2_Control_rep2.raw","X20240723_SIA_Batch3_Control_rep2.raw","X20240725_SIA_Batch4_Control_rep2.raw","X20240727_SIA_Batch5_Control_rep2.raw","X20240729_SIA_Batch6_Control_rep2.raw","X20240801_SIA_Batch7_Control_rep2.raw","X20240803_SIA_Batch8_Control_rep2.raw","X20240804_SIA_Batch9_Control_rep2.raw","X20240806_SIA_Batch10_Control_rep2.raw","X20240809_SIA_Batch1_Control_rep2.raw","X20240721_SIA_Batch2_Control_rep3.raw","X20240723_SIA_Batch3_Control_rep3.raw","X20240725_SIA_Batch4_Control_rep3.raw","X20240727_SIA_Batch5_Control_rep3.raw","X20240729_SIA_Batch6_Control_rep3.raw","X20240801_SIA_Batch7_Control_rep3.raw","X20240803_SIA_Batch8_Control_rep3.raw","X20240804_SIA_Batch9_Control_rep3.raw","X20240806_SIA_Batch10_Control_rep3.raw","X20240809_SIA_Batch1_Control_rep3.raw","X20240721_SIA_Batch2_Control_rep4.raw","X20240723_SIA_Batch3_Control_rep4.raw","X20240725_SIA_Batch4_Control_rep4.raw","X20240727_SIA_Batch5_Control_rep4.raw","X20240729_SIA_Batch6_Control_Rep4.raw","X20240801_SIA_Batch7_Control_rep4.raw","X20240803_SIA_Batch8_Control_rep4.raw","X20240804_SIA_Batch9_Control_rep4.raw","X20240806_SIA_Batch10_Control_rep4.raw","X20240809_SIA_Batch1_Control_rep4.raw","X20240721_SIA_Batch2_Control_rep5.raw","X20240723_SIA_Batch3_Control_rep5.raw","X20240725_SIA_Batch4_Control_rep5.raw","X20240727_SIA_Batch5_Control_rep5.raw","X20240729_SIA_Batch6_Control_rep5.raw","X20240801_SIA_Batch7_Control_rep5.raw","X20240803_SIA_Batch8_Control_rep5.raw","X20240804_SIA_Batch9_Control_rep5.raw","X20240806_SIA_Batch10_Control_rep5.raw","X20240809_SIA_Batch1_Control_rep5.raw","X20240729_SIA_Batch6_PooledControl_rep1.raw"
384964.76,72832.171,70997.684,111228.64,435449.559,237991.287,375187.1,195180.159,130123.079,835755.497,281420.054,305346.434,338674.419,493836.208,905667.972,1414447.945,596509.634,371414.691,318212.319,532285.657,808229.993,524100.456,412988.616,871363.226,597861.325,873990.003,621222.59,645585.873,379858.514,462478.013,872417.82,723794.32,510215.038,554661.419,743498.622,647206.973,1164672.185,922118.14,557074.162,542879.319,732164.584,1125313.465,503545.302,628933.803,689604.432,812794.648,764447.247,694819.116,684504.642,518968.954,2109937.004
6538762.045,9396121.193,17570507.58,10470838.62,30099917.18,16610512.8,21132245.77,7588136.903,10065928.61,32368645.41,17640102.21,15049226.22,19393390.42,55462864.16,61075339.35,41627276.5,16962620.58,18549882.72,26178744.98,26575853.87,37139513.85,23501519.14,39075896.01,41686283.55,40640303.93,38908679.08,23475333.21,27494674.33,27260322.86,34342562.82,26363531.96,34421802.11,38154685.63,29584827.55,40208595.95,20325278.36,12816924.17,50207300.99,38300493.48,49032741,67508786.4,47613761.99,30836722.22,29340722.37,35496431.66,31966933.13,44407602.76,23232339.51,31454032.49,40111021.48,16643730.83
12249959.13,8133462.604,10543233.48,32358692.54,10040509.31,57623254.35,46184054.85,44614821.8,9212403.813,7612246.258,45941915.92,15334449.35,13207178.47,120995143.6,11591140.21,7680238.719,12993405.5,37517081.02,10416435.39,9325676.965,16447213.27,7142297.251,15700665.65,10020918.48,11173759.02,15348902.83,9654505.795,11185997.74,6953103.119,4930723.034,9020580.19,8955143.823,15734024.68,9688941.523,92406902.35,27484714.73,8183226.118,7564575.975,6634188.665,7498312.969,8210631.631,5320140.021,55034436.44,7005920.81,36647991.27,7951215.713,20385232.53,6237378.818,29669943.89,5785463.886,9872049.388
9631551.955,4658327.742,4512901.531,5434230.917,4702483.158,4169008.004,4378606.135,1626344.621,2152718.477,1241671.059,5181269.442,4528470.531,6305701.73,5538634.705,5072138.848,1082229.194,2949552.256,4382899.339,2383199.624,894636.814,5226814.747,4292660.396,5440067.597,3266786.109,2827626.022,2148047.594,2409357.769,2947716.77,737383.628,634365.844,2157230.624,1883831.487,3703490.131,3264982.765,3361974.505,1214085.593,2117857.43,2735907.426,1878765.861,1318401.603,2770724.629,2415196.039,1945869.999,1799911.87,2171949.638,2745941.71,1633356.813,1893904.289,1315427.024,713693.229,5825981.076
4163476.509,1997449.418,2111847.807,2722409.827,1789605.429,1444574.666,1556050.639,1081714.157,1665833.136,787088.931,2589153.877,1948497.143,2822838.898,2085174.128,1789301.256,2283330.913,1879890.401,8614218.157,1484486.073,767801.182,3013846.502,1942083.732,3900009.037,2271721.369,2036241.667,1216226.532,1684857.889,1942905.037,1433629.418,1841732.443,2746147.098,2528862.119,2428631.561,1454751.931,1383252.79,911092.934,1432641.563,1764920.915,866220.217,610256.281,1596634.231,2197837.996,2029407.502,1116569.624,1320604.803,1055507.964,955811.535,5229330.853,941258.044,305767.18,61914491.16
723201.242,157479.144,174367.408,101661.639,157350.908,117831.752,109234.887,245808.512,227454.364,100734.125,146011.218,189705.633,261756.48,231353.666,347208.791,278640.77,126480.89,2578858.253,166200.538,71653.983,227677.806,188317.861,245265.839,395339.249,364471.148,130593.168,171013.916,229000.585,164270.413,162856.835,468242.225,301201.152,318285.112,120038.445,239961.724,148459.758,142447.456,216145.995,102932.605,88903.078,97434.136,177641.32,77696.195,97532.461,84348.759,85292.636,140083.581,105608.921,94882.292,78614.122,13431467.93
40583387.29,18357791.53,40130187.62,22382214.32,31939076.67,19645353.78,7938287.841,9280723.418,15459024.39,26775147.45,22114681.07,25840460.41,51627615.75,41183232.61,42226820.74,33018161.59,10076845.38,18658821.32,21036681.96,21612571.07,26222231.73,34666880.73,34636263.04,37095680.86,20662905.81,46091259.22,11742110.65,21532522.07,12376311.17,23711716.74,28101749.61,21026248.2,22681318.75,18262152.9,30920139.7,15121013.52,17032272.65,23255713.22,22791383.97,43607378.33,31822205.21,41103930.73,15615256.44,18839358.74,24662302.52,11049480.9,20274855.2,13899671.65,21388847.55,40535284.38,45182634.27
1656313.674,843663.772,1101806.798,1577396.199,1376021.906,1475058.279,1044116.894,1387453.957,857883.287,286757.344,1620924.708,1815682.094,2328217.352,1158718.655,1489818.955,1523157.344,1069985.921,1358173.398,1238251.323,140774.921,1561088.749,1015578.498,1596757.895,1251906.103,1148597.632,455058.931,1164751.52,1449110.166,1437284.085,171261.213,936697.83,518986.258,1335850.15,587546.223,802616.908,533077.677,859090.578,1018863.522,528459.882,66237.889,261993.022,328831.832,817375.968,340518.461,430052.619,423411.113,552083.779,784860.763,203643.28,64174.108,45351232.81
13554958.56,9146487.939,9911274.162,9244718.772,7797553.074,6433248.214,4335555.626,2649765.06,4453036.896,9337490.982,7995535.725,8458997.28,14480161.66,16424005.51,12035102.86,13577378.99,3567605.983,4824605.154,5591704.113,9132269.569,11999146.97,8181843.607,10041695.71,14631393.11,9777806.14,11795913.02,5419062.248,8546146.22,4685081.323,5968478.721,10933796.6,8745361.681,7454923.413,9151840.809,10850187.05,5825871.878,7419205.992,7983231.11,8408741.537,10257513.68,13644620.59,14854552.36,6499553.866,6546940.183,8633278.102,5358991.991,8041556.767,6274986.971,7824973.322,11167021.28,12490942.15
144118.249,79823.955,85487.68,138035.748,74072.314,87994.251,91500.507,91306.127,93340.235,67630.78,138008.111,133968.754,133233.344,78288.758,159827.717,70975.039,86064.719,78486.16,90192.552,72579.258,86555.194,134518.915,89319.754,87997.432,86245.198,69345.024,79298.129,81382.122,82774.393,71149.961,88544.94,68424.015,72882.85,72631.404,75579.41,73301.182,54529.122,75670.652,82028.58,67293.801,71670.225,69287.885,76358.45,73531.235,73114.395,79744.932,75905.633,80201.701,87154.883,65755.471,6448768.857
1517116397,918605001.2,1460304665,1030789245,1288400250,875609295.8,803326078.1,386429385.9,529832025.7,1964175791,859862407.3,1137546183,1609723509,1784778054,1826607722,2347253777,1079314104,969970759.5,1098223558,1653233160,1391707865,1371417841,1447966357,2035979426,1264995335,2476518777,1106284254,1317814015,905299432,1422655534,1581196450,1813932022,1452110976,1339025069,1554918877,1259428847,1684444860,1348090292,1655621992,2019977893,2328239439,2810386953,1201311593,1371977737,1822577439,1496021173,1790930764,1358339540,1634565092,1808159538,2150419356
551693.126,455836.47,366151.513,483637.715,386300.614,439265.227,496855.278,338604.249,553436.506,292983.301,556900.679,432782.116,285328.604,444092.426,340027.354,282525.087,581417.92,320861.086,395506.82,120668.346,387841.202,469636.386,367511.377,493682.057,333767.242,236491.137,372683.456,303745.963,307893.286,87751.717,388875.889,322217.062,394244.323,396836.922,468863.47,557850.696,192123.103,305319.457,428191.949,146410.887,367278.535,421102.389,372964.011,453274.337,394780.024,377621.828,459117.552,239936.036,342723.02,106836.732,3185141.698
267328399.7,135245062.2,207603358.4,179375112.1,220699585.1,137749962.6,193206680.2,78587517.04,107614305.4,359009788,177259928.6,207829554.2,330634066.5,386981323.9,320134809.2,437865154.7,235389142.1,163839372.8,191549408.8,265394531.9,322916678,213818480.8,299440591.2,397097364,283490092.6,414394495.4,220679734.2,253712243.7,197979212.4,255845588,356012991.5,379221034.9,331275327.4,273124018.9,350471505.2,231880275.3,369377395.8,288681907.2,327737966.3,310595194.1,442547024.1,437964722.9,257786692.6,244532532.6,310686701.4,338813841.5,326531709.8,299633915.7,299100213.9,288496574.5,455516151
27476885.87,15515931.01,17795136.79,16053579.49,24579280.72,13506524.14,19593371.48,10149590.8,11089299.87,24783985.47,16511155.76,21759384.33,23844440.26,28139151.14,30920087.82,29073630.3,22899966.73,17746434.64,19003098.13,17442271.27,34463572.67,18535002.17,13188714.14,36401640.63,27696535.83,32563942.45,23439268.28,24629719.64,22578094.57,16906456.44,36953665.13,21320064.87,30587718.01,21269928.77,37181995.47,21366031.04,33577133.23,27370801.69,25320086.05,17905665.88,34525910.56,33711927.96,14268244.24,25747059.07,27751766.01,29618443.13,32449468.23,22416069.17,22694226.6,15193198.58,59937486.96
68987621.52,49237046.62,63116915.9,54184728.52,88475390.6,41619136.8,73228655.62,38807991.4,35481840.2,87058245.29,63159571.95,85084478.32,120004376.2,101558381.6,96657499.8,134846378.4,96528413.23,65295017.02,74941031.99,71250565.96,135125522.8,52042625.18,96176180.75,155331654.9,98294833.6,126729311.9,106595146.8,95657486.06,74702869.26,59620329.6,133957253.6,106757751.3,126277057.3,105177904.4,122971418.2,73029871.18,123865246.7,111679444.5,115105418.8,66751487.11,127798753.5,121128187.3,111991182.3,89261618.52,97592995.7,124673660.1,112544780.2,97639487.83,104952002.5,75866193.85,182271472.5
220335125.6,123994441.4,175443919.5,145010860.6,276363876,155712956.2,240419071.7,103793982.5,104022440.8,439836076.5,186245267.7,196497831.3,332563934.2,374686100.6,422318433.1,635486706.4,386092165.9,197088455.4,218012174.4,294704127.3,391354382.3,249625429.3,301912730,461281339.8,358725768.1,591961992.5,320658702.8,343641207.4,243623903.7,285096294.4,459988458.9,446731692.5,438101766.4,368974593.8,487069362.1,355287322.3,564903500.8,395559922,421688395.4,307928416.3,506881530,630298611.4,359357223.1,340033215.1,400296756.3,485550955.3,492621706.3,419720565.4,400457340.3,320983692.1,786000058.3
3850469362,1476558186,3027964333,2268602441,5418845130,2858584654,4684742243,2045292115,1957524893,8263866988,3205056693,3218317934,5802614687,5766361750,7641512879,9941323281,8149780411,4478251358,4274168330,5483801428,7010912590,4987668983,5153905039,7414932545,6729390958,9803997013,6403103130,6553301514,4673987667,5203625309,7407661112,7923281122,7947533108,6624451615,8468566935,6629914285,9368820174,7436880739,7592583188,6482761327,7821822195,9225738764,6520085306,7228186099,7519061474,8832322377,8136286684,7571302123,7153444196,5599703572,12117701743
17814969.94,6104176.221,3695441.45,1791641.648,11846690.6,13568052.01,8631573.099,2961175.522,6863084.206,35326243.14,9809050.766,6644386.733,8536161.41,10856816.83,16718688.25,18251060.79,34810598.57,2713940.144,12118445.59,20927237.92,16311472.84,15208229.58,17431659.98,10290480.09,20134959.79,32593085.55,22853121.59,172351433,13220151.56,28033986.04,8809767.202,29282150.09,2003863.504,12802725.97,27367656.44,18130338.82,58227975.63,22734019.08,12723870.84,38777989.09,17765794.4,164639678.8,9676856.239,2988450.389,26696244.38,49666244.42,32601288.75,11799567.26,15352859.87,20916188.9,14164474.25
5098261.283,1121170.044,4038061.717,2756237.751,7723089.951,2522356.385,3008620.981,2564180.845,2164692.248,9336762.07,4165817.983,4217470.13,6728477.122,7539377.725,11125865.31,13637348.17,8871801.998,5719831.524,2471390.602,5620321.35,9739072.126,5858028.637,6106742.944,10394909.68,8428978.028,11040589.52,3943284.781,7246347.341,2620706.042,5522576.609,9905746.274,9243501.61,9223880.66,5527849.721,11513174.09,6927227.736,11364347.55,9138289.739,7860254.355,6394335.305,10425401.8,13110936.12,4370272.719,5508251.208,7224771.243,10547634.06,10207177.32,8628321.068,4326259.901,5421859.161,20805292.72
14755057.97,7781086.622,9061311.976,10227549.77,20623477.08,12453505.94,11389972.38,10217346.26,9109721.728,32482363.87,9537306.202,13721291.39,21813705.5,22644620.39,35361708.31,50158988.64,31296942.49,17994863.59,15369433.96,20172857.69,28230787.68,20439942.91,20073346.51,30126571.33,25731960.2,44261280.31,25553539.62,26026514.84,18669119.58,17710399.89,33181289.79,27722296.35,28049479.9,26142293.79,41992314.02,22164101.32,41632693.91,28377589.44,29891429.98,22671146.37,33737955.86,45013357.02,24441085.19,26675807.31,30573464.96,26587215.07,36179862.17,30871959.85,25323311.18,19263187.87,67582027.3
925854.235,455672.991,617001.63,444158.305,170228.869,211106.543,262322.84,171398.251,203170.449,474795.484,603814.24,215549.701,710602.812,181932.787,1280916.635,1886689.604,532502.805,272871.029,297481.867,435023.204,145395.123,513551.456,177025.842,400960.12,499979.625,704649.089,230022.911,832935.9,157945.951,83925.411,1285459.591,371218.225,332590.7,497448.495,1660144.982,282960.504,570071.298,1321185.291,485895.951,220908.526,228781.65,159457.681,254300.693,354745.246,412621.98,788425.73,424883.45,257939.597,443907.82,194656.702,8908023.455
48437740.82,24816854.66,36042310.64,37770604.1,88037228.33,37624785.33,66150808.84,34111127.59,34555491.34,127537751.3,46317258.71,48525452.55,95143411.48,98292101.72,164635782.1,180201127.6,104825117.7,89851724.32,78018631.65,94892835.52,124375337.8,88975569.2,67267836.23,124802030.1,96004863.72,152576021.3,124408071,77344337.73,73335402.82,83446604.27,118023646.5,120794937.6,134980154.2,103478568.2,76926517.04,103653475.5,122235512.1,127475768.2,107084961.6,106041855.1,135678525,141275796.1,87820838.96,108382779.9,151969060.6,149589249.1,126230657.5,136197465.9,116694503.2,89766032.2,309856209.6
749677.945,252743.085,776268.309,410146.821,732787.505,126769.352,143319.014,553971.374,397973.806,337032.321,290195.325,202510.872,278451.66,1775536.841,472067.907,1056505.414,429123.844,652070.397,269764.139,664707.313,2869090.499,333058.755,1287410.687,816510.92,316643.218,598548.478,422708.455,983684.443,614852.037,775015.278,446577.766,302042.311,424704.374,839356.579,555440.163,812975.554,1872436.179,1138992.163,472615.696,365774.097,992853.421,432991.63,548968.105,892107.388,580744.155,1094952.274,1179496.324,290133.982,352218.253,522065.867,1412441.732
3587129.507,1982480.796,2710390.791,1928417.911,5537283.035,3286397.362,5152797.552,1799808.044,802103.892,10805483.4,3734271.543,3569083.484,6716568.754,7053779.805,11193800.95,13991998.68,10269214.67,5368790.445,4335764.387,5998898.762,10570540.52,4851198.25,4761061.885,8677832.418,6695036.222,14113527.79,8728460.92,8263560.803,5165465.621,5536109.226,8056231.392,7620331.634,7486424.703,6368046.644,13126250.07,7939810.702,12571288.93,9693019.105,8125857.558,9134382.306,10262466.44,12807631.46,6571819.268,6877285.279,11240314.35,12013006.82,13043692.55,9685397.328,10100651.35,7104235.336,18636675.86
1551656.132,152618.02,2784002.25,872130.607,4484551.901,1461367.428,3147857.944,549994.04,1132459.354,16080755.38,1701650.239,1230281.683,5225581.427,4958601.936,9391824.839,19123228.01,6303644.708,3080194.872,4021497.39,9307119.53,3378421.3,6769764.619,4081003.221,7292986.206,6662085.772,18605201.43,6668213.204,5601548.064,5618288.277,8383562.464,7749438.42,11468592.18,7558542.952,6873342.483,8900041.686,9320008.27,13889370.17,10089017.47,11529408.57,13258083.2,13500309.3,19787291.59,8210811.597,9936905.876,12332833.09,12371234.46,14385112.81,11154405.66,12105872.27,10776400.4,11521905.89
3575383.778,1116820.343,2182018.366,1462937.25,3539441.212,2505947.946,3099111.693,1279756.964,1362894.49,5966753.45,2504674.082,2232707.28,4427547.326,4640611.483,6955602.744,8272906.649,5597371.038,3423056.706,2743692.781,3912693.522,6510669.881,4371940.544,3288468.918,6003856.032,4145358.247,7771598.855,5285916.792,5516703.945,3695244.814,3945783.912,6533317.735,5547480.948,5814479.171,4368797.614,7359565.097,5331336.588,7963543.637,5510882.939,5317598.513,5017641.081,6068697.955,8573598.156,4653213.901,2705637.487,5411528.432,7126133.227,6393892.274,5912588.977,5830507.469,4016117.146,9417392.292
4768474.101,4522386.542,4388030.703,4273783.921,3728372.843,4014911.357,4316113.714,3166760.846,3710014.62,1390788.873,3796727.147,4120669.225,4820227.576,4981196.922,4157496.945,3152188.233,4093069.829,3679812.869,3716987.383,921565.886,4481003.619,3641455.086,4916918.143,4141524.578,3728139.202,1610108.168,3981487.851,3966866.744,2539043.876,491309.948,4390515.599,3655412.47,5174499.655,3718929.073,3934966.354,1628293.973,3082656.617,3041110.024,2698198.197,491709.855,3941474.99,2044059.242,3945351.115,3224809.014,3245512.276,2795198.615,1766958.284,2562518.327,2551808.057,145340.665,6476273.265
12188589.14,3683653.061,1989178.71,7674771.975,4643192.197,8381837.802,11238349.33,7213903.002,4888235.431,1941940.673,4499155.302,12513118.71,8069943.472,4426096.383,8128812.655,2976732.365,9320316.525,9439962.028,8868344.803,680281.542,17835268.33,1172219.767,8552758.78,5553320.35,10663403.3,3952982.205,5874960.241,5515361.187,4344776.671,671422.878,4683824.858,4952527.048,12173913.09,5970645.642,15116043.65,2630899.363,3859862.257,5043619.286,3198798.179,421715.344,3044053.08,2954323.589,3348747.207,6087676.42,5771764.904,8239947.268,2565260.176,3165272.359,2267314.476,468614.964,5770909.391
16391118.34,7840397.436,10359750.24,7835227.108,6930291.458,5100271.933,5024906.518,3254296.83,4323621.748,1880969.869,12216755.51,8601183.403,10775513.51,8559022.666,8245141.26,2265217.446,3767384.074,4487605.729,3790050.723,2210434.539,12620706.8,6723501.3,3762702.855,7078462.975,5908978.587,4102512.814,3557789.334,4627459.582,2090218.058,2203006.901,8269392.249,3867767.134,6983471.037,4085925.403,4274157.836,1716931.571,3292722.161,4833911.818,3665313.925,3836456.155,5169631.409,2756222.39,6096181.86,3561740.751,1797076.581,2009800.994,3099073.741,2107398.135,2726898.812,4557483.824,4008620.199
2097093.323,705823.148,5836274.392,4524452.641,7989656.46,5349084.132,5278724.496,4983336.531,5897553.075,4716799.056,1664724.336,6025857.821,4142774.296,5840237.44,7123188.555,6505845.235,3471377.713,5137412.186,3431857.637,3775566.885,1645377.728,803582.751,3446292.734,6573085.511,3723964.259,6614110.124,4789176.975,5889845.832,3179565.486,3072280.124,1313435.228,1161510.561,4311174.35,4292782.626,4035351.537,3378050.271,7640583.866,4329763.156,5208839.77,4180138.72,1845751.64,1982482.695,3404355.688,3745139.111,4441398.02,6103328.657,6523994.782,4064145.114,1090519.153,1985354.902,12277057.93
11400236.16,7655376.708,17566105.29,8466853.287,9265059.308,4939469.296,3219726.691,2910086.372,4136125.581,10030249.01,5112135.282,8824343.718,16580940.85,13275933.69,13225186.99,13825485.62,4062746.406,5999544.584,7399034.774,11250979.27,8589554.586,7201710.118,9868368.764,13867976.35,7914107.246,14261985.07,6627139.765,7806117.315,3957034.306,8948254.212,7724431.474,7526013.195,6434529.351,8786224.842,8736033.003,5137654.202,5058079.672,4442119.532,7702776.566,13371320.75,6165650.706,14815732.82,4875554.189,7053123.778,9121681.44,4737227.297,8133626.741,4396462.535,8522689.152,16466043.12,13927824.22
276596904.1,136750050,279909138.7,200354511.7,283620323.5,136874028.2,117304921.8,82199423.48,114582406.6,353234361.9,169269459.8,186255483.7,469950921.7,282400700.4,493154617.6,523747251.1,126960610.9,130066146.5,162122129.7,290623295.6,191486487.6,203210857.9,246619743,359164365.5,244814331.8,497418800.5,127644500.5,191349434.2,183726755.2,304283222.8,276622459,227520525.1,228000774.6,179989101.5,275462564.6,199965468.3,220585552.3,245412442.6,271907698.8,441681881.1,340694587.9,501697225.5,207150095.6,181952508.5,270881109.8,155128525.3,238504177.4,201449913.7,262672781.8,430837697.8,421186534.3
7368227.034,3835830.913,5610256.873,4369097.897,3229503.666,1414248.762,3661450.172,1675609.774,2628155.323,8695591.343,5441262.606,4881776.496,10780286.86,7909091.193,9499529.361,13789328.19,3102012.716,3101269.395,3512967.535,7601708.702,6192821.609,3368811.627,4723168.142,8145113.285,5562301.356,12154276.21,3565684.241,5049490.559,2591568.189,7061355.543,7197485.814,6560518.318,5594011.066,5222505.409,7836733.114,4903850.116,7104213.982,6530513.96,8171520.545,10394033.6,8238935.716,11484084.15,5369952.167,5068648.15,6097437.141,5065863.28,6533389.338,5705414.826,7020156.946,8649831.839,10944366.7
186796803.8,95571946,165888772.6,145179250.2,182456066.3,96801355.79,131870462.3,57821200.58,85810817.06,294433981.2,145471347.4,151167551.5,331116287.9,250778360.4,311197525.8,484210047.1,162532721.2,104831424.5,134160265,238643670.9,200764077.8,144743611.8,190537689.1,294778796.3,195083443.2,409669649,125919960.3,162291906.2,154966557.1,227217807.4,265269746.3,248201500.5,220646301.5,191634172.5,268359419,206446464.6,278930680.2,230942796.8,277800905.2,308168876.6,319825245.9,490729588,210059093.2,185407300.7,246842239.5,180926915.3,255538110.1,210325042.6,243326266.3,325398820.8,326312883.5
250987861.2,122756807,324394911.3,202832634,429717984.7,227634375.1,335784196.1,137166430.1,167000914.1,1125902648,265346097.8,264300439.5,614069523,553672341.4,733770827.9,1325210696,560343394.2,267295022.7,375472313.1,791469217.9,447684974.4,441328997.1,398774681.2,663856710.4,549247968.8,1354158955,511199780.3,524070503.6,492759516.7,755528681.9,733836410.5,785459761.3,603701730.5,558922946.4,755550696.4,718700806.8,1166425748,763504516.8,886087879.6,942643528.2,949874244,1595975083,592960762.4,584958526.4,833446480.2,804849947.8,1005954866,876499129.5,919899145.3,822403324.8,1016521079
4810220.88,2169894.336,3496431.065,3692437.639,5355568.908,3292421.312,5351899.39,2107204.94,2441747.505,8011579.376,3015559.313,1965653.187,5445604.781,5934585.002,5906045.333,9009920.704,8717781.423,4800369.337,5667343.09,5199448.287,6802500.878,4126367.027,5483183.706,7082832.822,6381062.508,9324120.508,7350916.016,6935638.354,5129880.964,4556056.428,6317142.593,7800015.849,6637294.072,7703221.695,9092378.762,6880493.887,9183224.789,8400716.343,6752815.613,6019095.759,7849565.733,10270917.17,5753633.42,6275788.66,7727181.282,9163538.936,8177741.574,7809818.308,6562288.955,3144269.328,18508647.86
586744.815,159059.488,695749.323,293298.231,2513614.178,407862.091,2889916.779,620873.076,219643.291,10994182.52,606693.881,1069393.887,1520786.341,2227957.391,5974348.183,10258511.95,5171898.063,3087942.529,2993773.359,7101386.343,2474602.159,3873165.611,1700313.275,7189274.266,6498863.524,13009513.34,3976272.333,2089895.673,4412918.331,6927170.55,4535863.804,7249880.079,5864142.607,2708602.425,6663889.324,5702472.439,8875114.596,7810534.196,7914858.883,8866442.862,7283577.49,10487238.78,4987221.544,6837711.135,8319846.869,7812384.738,9560851.722,9906849.406,8128087.639,6188190.41,11621281.52
55281457.01,21632385.44,50888427.15,35387416.83,69839810.49,39494195.84,55802899.04,23376617.83,21332569.12,143589091.5,49816557.03,44096112.93,81276815.77,70474616.05,122595422.6,157981077.1,89694465.94,42995690.3,47129935.8,92040587.7,97525902.16,75162859.99,63303811.48,117333678,90203378.66,164328425.9,72773422.64,75330882.79,59897837.56,74096692.48,117812581.2,121178296.3,115900830.1,91040167.82,108244613.4,85483053.65,130563397.1,100776025.6,115001107,103045255.4,108761750.2,160917688.2,106934720.2,98514313.97,118123999.2,137942683.4,130409158.4,117358778.7,104249766.7,96305175.47,170217764.1
11449167.29,6880873.91,7798233.326,9708581.918,26505406.99,11588564.21,20254322.93,8167621.375,8827746.051,58325084.93,7858007.499,15743026.81,30723322.01,31178772.44,48560352.68,75423470.49,23235942.87,12616204.82,23489523.7,30161309.49,32287185.22,26152426.34,19783683.01,47700579.78,36337023.37,69672672.57,35315874.87,35642580.93,15603548.69,37923601.05,42672420.82,49457534.5,44360876.54,38393503.9,48142029.85,39491351.78,60800000.24,46770073.08,48809128.52,41856245.33,54221879.4,76561950.53,38230428.86,40256861.24,47693191.76,56558462.24,58452876.63,48612919.37,50100927.49,42162832.32,78606503.23
690776.114,137071.814,471700.237,557446.375,1546407.391,281287.195,1324327.674,281103.213,735731.771,2298520.091,360493.638,1398329.288,732480.28,2165338.708,2940921.188,4047528.545,2542490.454,1489513.706,1079091.83,1437777.725,1779692.368,998879.013,1194832.113,2516305.29,2444914.748,3435256.499,2297171.05,1896912.293,1242213.188,1136948.379,2888551.083,1555592.127,1603020.516,1979526.279,1745168.89,1971866.049,3279609.784,2721748.052,2071394.378,455488.004,2577116.931,2807458.367,1930384.874,2017186.096,1149902.668,2985954.067,2675301.101,2744451.513,1994976.12,951807.738,8767485.264
59651832.53,13086536.39,35548114.83,35162352.9,73975320.15,50680750.61,77898321.14,28937483.38,26036145.37,104236653.2,46957802.21,57265043.76,94769220.51,80323689.63,173235707.7,124552044.7,143193100.4,86164063.77,62236953.3,68776344.77,160718392.5,56561631.71,95028605.09,118562534.5,107086074.3,150706503.2,87387459.26,91218618.68,58954904.71,64877659.61,105585316.2,103865531.2,144657125.4,108374591.5,154869388.6,72049428.17,116256303,129943337.8,110655080.7,81046304.19,98152379.63,102585559.2,94293329.96,81920655.24,109600297.3,139373371.2,94867505.2,87231855.77,86852479.33,68532424.39,233421468.7
176803862.4,46281648.52,195573517.6,83412703.45,245338703.9,125203423.3,195540428.5,131642291.1,131109890.1,566940018.5,175959621.7,154682614.5,280207241,288237900.4,610696263.6,665950776,495939179.7,259328648.4,283102151.7,419446539.5,381202146.2,295990007.9,250121510.3,414721631.6,470123419.4,903990155.2,356901477.4,318983360,343244897,322940049.6,426572254.4,501520066.9,422453699.7,387608430.3,469519779.3,499875616.4,777666715.3,421521905.8,637220613.9,134143088.2,522719389.7,947157114.8,354979346.5,556140446.7,554513588.3,670474615.7,788825748.6,476428547.8,582179907.2,483885121.2,934504278.5
4227873.043,442115.783,1911640.668,825294.316,3554435.416,2633504.759,3716990.586,2093228.416,1506795.77,4875989.794,3255141.674,1737651.798,2605469.595,4390691.9,5810063.954,8644121.525,5794558.388,3041974.372,2810848.531,3215579.884,6048005.778,5431830.168,2842236.506,6217854.922,1765580.334,7275529.57,5239544.22,4568155.798,3045097.016,2918618.574,6469207.326,6085180.535,4494744.639,5212819.246,6874244.659,5504188.673,8454482.565,5546076.651,2197349.381,3703320.597,7033665.767,4565277.304,4114297.837,5145536.322,3610084.272,4287002.426,7969140.222,4965697.865,5038030.637,3096413.773,7497340.84
