"","names","size","isdir","mode","mtime","ctime","atime","exe","Runs","order","Samples"
"122","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1153-2_NPA.raw",6896897379,FALSE,666,2024-06-17 04:23:00.421083,2024-06-17 11:39:34.793377,2024-06-24 10:45:05.227009,"no","20240615_WFB_Plate_02_1153-2_NPA",56,"1153.2"
"128","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1164-2_NPA.raw",6919267257,FALSE,666,2024-06-17 05:25:27.561102,2024-06-17 11:38:35.649782,2024-06-24 10:57:31.317043,"no","20240615_WFB_Plate_02_1164-2_NPA",57,"1164.2"
"168","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_NC13_NPA.raw",7383292550,FALSE,666,2024-06-17 06:27:52.815594,2024-06-17 11:37:32.54141,2024-06-24 12:29:41.18067,"no","20240615_WFB_Plate_02_NC13_NPA",58,"NC13"
"152","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_47_NPA.raw",7623780802,FALSE,666,2024-06-17 07:30:16.213518,2024-06-17 11:36:27.359674,2024-06-24 11:51:18.049055,"no","20240615_WFB_Plate_02_47_NPA",59,"47"
"94","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1039-2_NPA.raw",7262486157,FALSE,666,2024-06-17 08:32:39.849335,2024-06-17 11:34:37.787004,2024-06-24 09:34:52.754686,"no","20240615_WFB_Plate_02_1039-2_NPA",60,"1039.2"
"170","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_NC14_NPA.raw",7712607943,FALSE,666,2024-06-17 10:32:09.400423,2024-06-18 11:43:14.145647,2024-06-24 12:34:35.91066,"no","20240615_WFB_Plate_02_NC14_NPA",61,"NC14"
"136","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1181_NPA.raw",7217913729,FALSE,666,2024-06-17 11:34:28.923946,2024-06-18 11:42:12.141891,2024-06-24 11:13:01.028009,"no","20240615_WFB_Plate_02_1181_NPA",62,"1181"
"126","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1157_NPA.raw",7349036449,FALSE,666,2024-06-17 12:36:50.498873,2024-06-18 11:41:08.832918,2024-06-24 10:53:27.640549,"no","20240615_WFB_Plate_02_1157_NPA",63,"1157"
"112","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1108_NPA.raw",7647764776,FALSE,666,2024-06-17 13:39:11.33346,2024-06-18 11:40:02.953615,2024-06-24 10:23:51.650845,"no","20240615_WFB_Plate_02_1108_NPA",64,"1108"
"96","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1040_NPA.raw",7551296068,FALSE,666,2024-06-17 14:41:33.350922,2024-06-18 11:38:57.665127,2024-06-24 09:43:14.480503,"no","20240615_WFB_Plate_02_1040_NPA",65,"1040"
"148","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_36_NPA.raw",7707521608,FALSE,666,2024-06-17 15:43:56.849321,2024-06-18 11:37:51.09403,2024-06-24 11:41:40.247112,"no","20240615_WFB_Plate_02_36_NPA",66,"36"
"150","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_40_NPA.raw",7667532328,FALSE,666,2024-06-17 16:46:18.888639,2024-06-18 11:36:45.474096,2024-06-24 11:46:29.328413,"no","20240615_WFB_Plate_02_40_NPA",67,"40"
"160","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_93_NPA.raw",7510719221,FALSE,666,2024-06-17 17:48:38.340921,2024-06-18 11:35:41.30106,2024-06-24 12:10:12.373362,"no","20240615_WFB_Plate_02_93_NPA",68,"93"
"130","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1165_NPA.raw",6920405328,FALSE,666,2024-06-17 18:50:58.32336,2024-06-18 11:34:42.061502,2024-06-24 11:01:27.267632,"no","20240615_WFB_Plate_02_1165_NPA",69,"1165"
"120","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1144_NPA.raw",7768210252,FALSE,666,2024-06-17 19:53:18.099155,2024-06-18 11:33:35.563414,2024-06-24 10:40:49.482073,"no","20240615_WFB_Plate_02_1144_NPA",70,"1144"
"140","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_2005-66_NPA.raw",7547677272,FALSE,666,2024-06-17 20:55:37.849789,2024-06-18 11:32:30.912954,2024-06-24 11:22:14.641895,"no","20240615_WFB_Plate_02_2005-66_NPA",71,"2005.66"
"134","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1172-2_NPA.raw",6416334200,FALSE,666,2024-06-17 21:57:57.682528,2024-06-18 11:31:35.735598,2024-06-24 11:09:22.811319,"no","20240615_WFB_Plate_02_1172-2_NPA",72,"1172.2"
"106","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1071_NPA.raw",7525146439,FALSE,666,2024-06-17 23:00:17.624983,2024-06-18 11:30:31.179926,2024-06-24 10:11:19.186434,"no","20240615_WFB_Plate_02_1071_NPA",73,"1071"
"100","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1052_NPA.raw",7068568818,FALSE,666,2024-06-18 00:02:39.848593,2024-06-18 11:29:28.893114,2024-06-24 09:56:58.89817,"no","20240615_WFB_Plate_02_1052_NPA",74,"1052"
"164","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_H26_NPA.raw",7664089602,FALSE,666,2024-06-18 01:04:59.351349,2024-06-18 11:28:23.233,2024-06-24 12:14:58.937668,"no","20240615_WFB_Plate_02_H26_NPA",75,"H26"
"144","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_28_NPA.raw",7146559177,FALSE,666,2024-06-18 02:07:20.500311,2024-06-18 11:27:22.104303,2024-06-24 11:31:54.10755,"no","20240615_WFB_Plate_02_28_NPA",76,"28"
"124","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1156_NPA.raw",7523652996,FALSE,666,2024-06-18 03:09:42.113758,2024-06-18 11:26:17.717604,2024-06-24 10:49:12.674086,"no","20240615_WFB_Plate_02_1156_NPA",77,"1156"
"116","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1137_NPA.raw",7664315811,FALSE,666,2024-06-18 04:12:04.321764,2024-06-18 11:25:12.115822,2024-06-24 10:32:20.996489,"no","20240615_WFB_Plate_02_1137_NPA",78,"1137"
"92","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1010_NPA.raw",6994578385,FALSE,666,2024-06-18 05:14:27.905069,2024-06-18 11:24:12.091839,2024-06-24 09:12:05.393864,"no","20240615_WFB_Plate_02_1010_NPA",79,"1010"
"158","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_83_NPA.raw",7015237188,FALSE,666,2024-06-18 06:16:47.590296,2024-06-18 11:22:19.919966,2024-06-24 12:05:47.967215,"no","20240615_WFB_Plate_02_83_NPA",80,"83"
