"","Sample","names","size","isdir","mode","mtime","ctime","atime","exe","Runs","Set","Observation"
"80","1071","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1071_NPB.raw",6891547362,FALSE,666,2024-06-19 18:28:02.339035,2024-06-20 09:13:32.085043,2024-07-29 20:43:30.746473,"no","20240615_WFB_Plate_02_1071_NPB","PASC","Clear"
"81","1072","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1072_NPB.raw",9790223760,FALSE,666,2024-06-25 20:38:32.288006,2024-06-25 22:07:03.054346,2024-07-29 22:29:40.464754,"no","20240620_WFB_Plate_03_1072_NPB","PASC",""
"82","1073","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1073_NPB.raw",8335760284,FALSE,666,2024-07-03 14:14:06.175724,2024-07-04 09:25:26.964148,2024-07-30 02:41:13.409376,"no","20240630_WFB_Plate_05_1073_NPB","PASC",""
"83","1074","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240721_Plate_10/Samples/20240721_WFB_Plate_10_1074_NPB.raw",9688714110,FALSE,666,2024-07-24 02:15:07.156479,2024-07-25 13:54:58.440371,2024-08-02 12:31:46.890457,"no","20240721_WFB_Plate_10_1074_NPB","PASC","Reddish"
"84","1075","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1075_NPB.raw",8700950418,FALSE,666,2024-06-29 16:45:50.29413,2024-06-29 23:52:16.223577,2024-07-30 00:18:13.239023,"no","20240626_WFB_Plate_04_1075_NPB","PASC",""
"85","1076","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1076_NPB.raw",8243758521,FALSE,666,2024-07-03 21:33:00.550167,2024-07-04 09:17:04.903374,2024-07-30 02:43:49.912836,"no","20240630_WFB_Plate_05_1076_NPB","PASC",""
"86","1077","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240716_Plate_09/Samples/20240716_WFB_Plate_09_1077_NPB.raw",10218231702,FALSE,666,2024-07-20 02:11:52.897966,2024-07-20 16:51:20.78619,2024-08-02 12:59:48.83629,"no","20240716_WFB_Plate_09_1077_NPB","PASC",""
"87","1078","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240708_Plate_07/Samples/20240708_WFB_Plate_07_1078_NPB.raw",9739226893,FALSE,666,2024-07-12 02:18:01.677229,2024-07-12 09:42:20.73247,2024-07-29 17:01:37.013231,"no","20240708_WFB_Plate_07_1078_NPB","PASC",""
"88","1079","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240726_Plate_08_rerun/Samples/20240726_WFB_Plate_08_1079_NPB.raw",11963233031,FALSE,666,2024-07-29 17:03:54.625637,2024-07-30 18:07:44.252157,2024-08-05 13:02:42.189476,"no","20240726_WFB_Plate_08_1079_NPB","PASC",""
"89","1080","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240726_Plate_08_rerun/Samples/20240726_WFB_Plate_08_1080_NPB.raw",11339338750,FALSE,666,2024-07-29 10:56:09.511108,2024-07-30 00:08:54.068222,2024-08-05 13:11:32.498049,"no","20240726_WFB_Plate_08_1080_NPB","PASC",""
"90","1081","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240726_Plate_08_rerun/Samples/20240726_WFB_Plate_08_1081_NPB.raw",12048130641,FALSE,666,2024-07-28 16:09:44.964605,2024-07-30 00:37:50.94047,2024-08-05 13:20:16.169474,"no","20240726_WFB_Plate_08_1081_NPB","PASC",""
"91","1082","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1082_NPB.raw",7561112450,FALSE,666,2024-06-29 07:21:49.659302,2024-06-30 00:02:39.879992,2024-07-30 00:21:04.014832,"no","20240626_WFB_Plate_04_1082_NPB","PASC","Reddish"
"92","1083","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240704_Plate_06/Samples/20240704_WFB_Plate_06_1083_NPB.raw",8589773469,FALSE,666,2024-07-07 20:35:53.358652,2024-07-08 09:48:53.893724,2024-07-30 04:39:33.079689,"no","20240704_WFB_Plate_06_1083_NPB","PASC",""
"93","1084","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1084_NPB.raw",8340561807,FALSE,666,2024-06-30 03:12:27.2146,2024-06-30 10:44:31.689968,2024-07-30 00:23:49.748447,"no","20240626_WFB_Plate_04_1084_NPB","PASC",""
"94","1085","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240704_Plate_06/Samples/20240704_WFB_Plate_06_1085_NPB.raw",8997416795,FALSE,666,2024-07-06 19:34:21.389242,2024-07-07 10:26:12.211973,2024-07-30 04:42:31.234539,"no","20240704_WFB_Plate_06_1085_NPB","PASC",""
"95","1086","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240721_Plate_10/Samples/20240721_WFB_Plate_10_1086_NPB.raw",12632741436,FALSE,666,2024-07-26 00:20:41.282509,2024-07-26 17:47:10.963297,2024-08-02 12:39:35.132454,"no","20240721_WFB_Plate_10_1086_NPB","PASC",""
"96","1087","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240721_Plate_10/Samples/20240721_WFB_Plate_10_1087_NPB.raw",12413467285,FALSE,666,2024-07-25 20:10:25.325987,2024-07-26 17:16:54.139847,2024-08-02 12:48:11.960705,"no","20240721_WFB_Plate_10_1087_NPB","PASC","Viscous"
"97","1088","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240704_Plate_06/Samples/20240704_WFB_Plate_06_1088_NPB.raw",9664992686,FALSE,666,2024-07-07 01:51:00.225965,2024-07-07 10:08:37.104136,2024-07-30 04:45:31.187481,"no","20240704_WFB_Plate_06_1088_NPB","PASC",""
"98","1089","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1089_NPB.raw",7547479173,FALSE,666,2024-07-02 16:23:02.640194,2024-07-02 23:04:29.282564,2024-07-30 02:46:26.940594,"no","20240630_WFB_Plate_05_1089_NPB","PASC",""
"99","1090","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240716_Plate_09/Samples/20240716_WFB_Plate_09_1090_NPB.raw",9843432654,FALSE,666,2024-07-21 08:18:51.749369,2024-07-21 17:30:00.686172,2024-08-02 13:02:44.359749,"no","20240716_WFB_Plate_09_1090_NPB","PASC",""
"100","1091","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240726_Plate_08_rerun/Samples/20240726_WFB_Plate_08_1091_NPB.raw",12017090417,FALSE,666,2024-07-29 21:14:23.790762,2024-07-30 18:01:15.191875,2024-08-05 13:29:07.155338,"no","20240726_WFB_Plate_08_1091_NPB","PASC",""
"101","1092","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240721_Plate_10/Samples/20240721_WFB_Plate_10_1092_NPB.raw",9410837485,FALSE,666,2024-07-25 02:12:20.377935,2024-07-25 14:04:15.59646,2024-08-02 12:56:25.559244,"no","20240721_WFB_Plate_10_1092_NPB","PASC","Reddish, Viscous"
"102","1093","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240726_Plate_08_rerun/Samples/20240726_WFB_Plate_08_1093_NPB.raw",11725523808,FALSE,666,2024-07-28 18:14:50.512342,2024-07-30 00:34:31.695543,2024-08-05 13:37:53.228941,"no","20240726_WFB_Plate_08_1093_NPB","PASC","Cloudy"
"103","1094","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240708_Plate_07/Samples/20240708_WFB_Plate_07_1094_NPB.raw",10492435302,FALSE,666,2024-07-11 23:09:24.461298,2024-07-12 09:50:50.123455,2024-07-29 17:04:50.056124,"no","20240708_WFB_Plate_07_1094_NPB","PASC",""
"104","1095","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240704_Plate_06/Samples/20240704_WFB_Plate_06_1095_NPB.raw",10365010941,FALSE,666,2024-07-07 09:05:12.763361,2024-07-08 10:04:49.143066,2024-07-30 04:48:29.601086,"no","20240704_WFB_Plate_06_1095_NPB","PASC",""
"105","1096","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240716_Plate_09/Samples/20240716_WFB_Plate_09_1096_NPB.raw",9870428685,FALSE,666,2024-07-20 13:39:14.465302,2024-07-20 16:35:48.509487,2024-08-02 13:05:46.622681,"no","20240716_WFB_Plate_09_1096_NPB","PASC","Reddish"
"106","1097","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240708_Plate_07/Samples/20240708_WFB_Plate_07_1097_NPB.raw",9944412781,FALSE,666,2024-07-11 17:55:09.520798,2024-07-12 09:58:36.931128,2024-07-29 17:08:09.212214,"no","20240708_WFB_Plate_07_1097_NPB","PASC",""
"107","1098","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1098_NPB.raw",8453959631,FALSE,666,2024-06-24 02:35:41.216335,2024-06-24 09:05:34.700544,2024-07-29 22:32:31.107212,"no","20240620_WFB_Plate_03_1098_NPB","PASC",""
"108","1099","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240704_Plate_06/Samples/20240704_WFB_Plate_06_1099_NPB.raw",10246609077,FALSE,666,2024-07-07 23:44:18.508583,2024-07-08 09:44:29.821238,2024-07-30 04:51:42.564356,"no","20240704_WFB_Plate_06_1099_NPB","PASC",""
"109","11","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240726_Plate_08_rerun/Samples/20240726_WFB_Plate_08_11_NPB.raw",11214285657,FALSE,666,2024-07-29 23:19:39.609577,2024-07-30 17:57:36.808105,2024-08-05 15:00:54.382452,"no","20240726_WFB_Plate_08_11_NPB","Acute","Reddish"
"110","1100","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1100_NPB.raw",7582058241,FALSE,666,2024-06-18 21:46:41.350132,2024-06-19 10:16:52.620359,2024-07-29 20:45:45.869297,"no","20240615_WFB_Plate_02_1100_NPB","PASC",""
"111","1101","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1101_NPB.raw",6989910115,FALSE,666,2024-06-14 21:39:06.928165,2024-06-15 18:09:10.537338,2024-07-29 19:16:04.42618,"no","20240612_WFB_Plate_01_1101_NPB","PASC",""
"112","1102","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1102_NPB.raw",7291274201,FALSE,666,2024-06-15 22:29:59.495808,2024-06-16 12:13:51.768291,2024-07-29 19:18:15.884266,"no","20240612_WFB_Plate_01_1102_NPB","PASC",""
"113","1103","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240721_Plate_10/Samples/20240721_WFB_Plate_10_1103_NPB.raw",10408814778,FALSE,666,2024-07-24 16:49:30.708246,2024-07-25 14:16:28.826687,2024-08-02 13:03:45.839855,"no","20240721_WFB_Plate_10_1103_NPB","PASC",""
"114","1104","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1104_NPB.raw",7200325070,FALSE,666,2024-06-15 03:53:08.682913,2024-06-15 17:50:08.339514,2024-07-29 19:20:30.891575,"no","20240612_WFB_Plate_01_1104_NPB","PASC",""
"115","1105","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1105_NPB.raw",8677383981,FALSE,666,2024-06-28 13:42:07.181822,2024-06-29 09:48:09.271078,2024-07-30 00:29:36.227657,"no","20240626_WFB_Plate_04_1105_NPB","PASC",""
"116","1105-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240708_Plate_07/Samples/20240708_WFB_Plate_07_1105-2_NPB.raw",9002568289,FALSE,666,2024-07-12 03:20:55.477627,2024-07-12 09:39:46.863792,2024-07-29 17:11:09.058786,"no","20240708_WFB_Plate_07_1105-2_NPB","PASC_fu","Cloudy"
"117","1106","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1106_NPB.raw",8832021354,FALSE,666,2024-06-28 19:57:58.354101,2024-06-29 09:40:49.130295,2024-07-30 00:32:41.998545,"no","20240626_WFB_Plate_04_1106_NPB","PASC",""
"118","1106-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1106-2_NPB.raw",6940717758,FALSE,666,2024-06-18 22:49:01.225494,2024-06-19 10:15:53.318472,2024-07-29 20:48:03.878973,"no","20240615_WFB_Plate_02_1106-2_NPB","PASC_fu","Cloudy"
"119","1107","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1107_NPB.raw",8463387303,FALSE,666,2024-06-24 03:38:18.294508,2024-06-24 09:04:22.361786,2024-07-29 22:35:10.195185,"no","20240620_WFB_Plate_03_1107_NPB","PASC",""
"120","1107-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240721_Plate_10/Samples/20240721_WFB_Plate_10_1107-2_NPB.raw",10515049352,FALSE,666,2024-07-24 13:41:55.362602,2024-07-25 14:21:01.668898,2024-08-02 13:11:07.752916,"no","20240721_WFB_Plate_10_1107-2_NPB","PASC_fu",""
"121","1108","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1108_NPB.raw",6659952792,FALSE,666,2024-06-19 09:07:01.695175,2024-06-20 09:22:02.861385,2024-07-29 20:50:22.271389,"no","20240615_WFB_Plate_02_1108_NPB","PASC","Clear"
"122","1108-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1108-2_NPB.raw",9182535592,FALSE,666,2024-06-25 17:30:45.175207,2024-06-25 22:11:14.523815,2024-07-29 22:37:42.386074,"no","20240620_WFB_Plate_03_1108-2_NPB","PASC_fu",""
"123","1109","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240726_Plate_08_rerun/Samples/20240726_WFB_Plate_08_1109_NPB.raw",11168035201,FALSE,666,2024-07-29 20:11:47.897654,2024-07-30 18:02:58.01409,2024-08-05 13:46:41.031563,"no","20240726_WFB_Plate_08_1109_NPB","PASC","Reddish"
"124","1109-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1109-2_NPB.raw",7174472961,FALSE,666,2024-06-15 00:46:10.134874,2024-06-15 17:59:11.366135,2024-07-29 19:22:43.520729,"no","20240612_WFB_Plate_01_1109-2_NPB","PASC_fu",""
"125","1110","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1110_NPB.raw",7885402182,FALSE,666,2024-06-18 10:20:56.239914,2024-06-19 10:28:36.271954,2024-07-29 20:52:30.677341,"no","20240615_WFB_Plate_02_1110_NPB","PASC",""
"126","1110-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240704_Plate_06/Samples/20240704_WFB_Plate_06_1110-2_NPB.raw",10130271310,FALSE,666,2024-07-06 18:31:35.754019,2024-07-07 10:28:45.675354,2024-07-30 04:54:50.394978,"no","20240704_WFB_Plate_06_1110-2_NPB","PASC_fu",""
"127","1111","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240721_Plate_10/Samples/20240721_WFB_Plate_10_1111_NPB.raw",9497287163,FALSE,666,2024-07-25 01:09:46.32827,2024-07-25 14:05:36.391249,2024-08-02 13:18:41.752842,"no","20240721_WFB_Plate_10_1111_NPB","PASC","Viscous"
"128","1111-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1111-2_NPB.raw",7102193696,FALSE,666,2024-06-15 12:06:33.074947,2024-06-15 17:59:23.716993,2024-07-29 19:24:56.264606,"no","20240612_WFB_Plate_01_1111-2_NPB","PASC_fu",""
"129","1112","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1112_NPB.raw",7972100668,FALSE,666,2024-07-02 18:28:26.606518,2024-07-02 23:02:11.40871,2024-07-30 02:48:58.201908,"no","20240630_WFB_Plate_05_1112_NPB","PASC","Reddish"
"130","1112-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240708_Plate_07/Samples/20240708_WFB_Plate_07_1112-2_NPB.raw",10228102990,FALSE,666,2024-07-10 16:52:08.361679,2024-07-11 10:02:36.818171,2024-07-29 17:14:00.196548,"no","20240708_WFB_Plate_07_1112-2_NPB","PASC_fu",""
"131","1113","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1113_NPB.raw",9587741902,FALSE,666,2024-06-25 19:35:54.512791,2024-06-25 22:08:26.580515,2024-07-29 22:40:31.631245,"no","20240620_WFB_Plate_03_1113_NPB","PASC","DTT"
"132","1113-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240721_Plate_10/Samples/20240721_WFB_Plate_10_1113-2_NPB.raw",9888820156,FALSE,666,2024-07-25 04:17:26.162695,2024-07-25 13:58:51.577106,2024-08-02 13:26:04.477398,"no","20240721_WFB_Plate_10_1113-2_NPB","PASC_fu","Viscous"
"133","1114","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240726_Plate_08_rerun/Samples/20240726_WFB_Plate_08_1114_NPB.raw",11234592765,FALSE,666,2024-07-29 08:50:56.584831,2024-07-30 00:12:18.382519,2024-08-05 13:55:19.000652,"no","20240726_WFB_Plate_08_1114_NPB","PASC","Reddish"
"134","1115","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1115_NPB.raw",8839444071,FALSE,666,2024-06-25 21:41:10.024248,2024-06-25 22:05:47.592623,2024-07-29 22:43:12.636568,"no","20240620_WFB_Plate_03_1115_NPB","PASC",""
"135","1115-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240726_Plate_08_rerun/Samples/20240726_WFB_Plate_08_1115-2_NPB.raw",11498295333,FALSE,666,2024-07-28 23:27:30.717567,2024-07-30 00:26:25.89777,2024-08-05 14:03:44.85537,"no","20240726_WFB_Plate_08_1115-2_NPB","PASC_fu",""
"136","1116","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1116_NPB.raw",7024220667,FALSE,666,2024-06-15 23:32:19.075367,2024-06-16 12:12:50.179998,2024-07-29 19:27:09.372337,"no","20240612_WFB_Plate_01_1116_NPB","PASC",""
"137","1116-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240716_Plate_09/Samples/20240716_WFB_Plate_09_1116-2_NPB.raw",9647651131,FALSE,666,2024-07-20 18:46:07.77705,2024-07-21 17:48:14.570631,2024-08-02 13:08:35.333876,"no","20240716_WFB_Plate_09_1116-2_NPB","PASC_fu",""
"138","1117","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1117_NPB.raw",8793498485,FALSE,666,2024-06-25 23:46:25.82439,2024-06-26 08:45:30.290985,2024-07-29 22:45:46.400593,"no","20240620_WFB_Plate_03_1117_NPB","PASC","Cloudy"
"139","1117-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240721_Plate_10/Samples/20240721_WFB_Plate_10_1117-2_NPB.raw",12891596140,FALSE,666,2024-07-26 10:46:16.882402,2024-07-26 17:30:18.382639,2024-08-02 13:33:26.579626,"no","20240721_WFB_Plate_10_1117-2_NPB","PASC_fu","Cloudy"
"140","1118","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240721_Plate_10/Samples/20240721_WFB_Plate_10_1118_NPB.raw",11278098122,FALSE,666,2024-07-26 09:43:41.674109,2024-07-26 17:32:09.165474,2024-08-02 13:41:51.670382,"no","20240721_WFB_Plate_10_1118_NPB","PASC",""
"141","1118-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240708_Plate_07/Samples/20240708_WFB_Plate_07_1118-2_NPB.raw",9888221378,FALSE,666,2024-07-11 05:26:17.461292,2024-07-11 09:43:16.829859,2024-07-29 17:17:11.90341,"no","20240708_WFB_Plate_07_1118-2_NPB","PASC_fu",""
"142","1119","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240704_Plate_06/Samples/20240704_WFB_Plate_06_1119_NPB.raw",9451299294,FALSE,666,2024-07-07 11:10:45.786856,2024-07-08 10:02:01.239462,2024-07-30 04:57:56.116247,"no","20240704_WFB_Plate_06_1119_NPB","PASC",""
"143","1119-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1119-2_NPB.raw",7955698415,FALSE,666,2024-06-24 07:48:36.458704,2024-06-24 08:59:51.103277,2024-07-29 22:48:20.983019,"no","20240620_WFB_Plate_03_1119-2_NPB","PASC_fu",""
"144","1120","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1120_NPB.raw",7526787190,FALSE,666,2024-07-03 05:52:32.831369,2024-07-04 09:34:08.921711,2024-07-30 02:51:32.440239,"no","20240630_WFB_Plate_05_1120_NPB","PASC",""
"145","1120-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240716_Plate_09/Samples/20240716_WFB_Plate_09_1120-2_NPB.raw",10298102914,FALSE,666,2024-07-20 07:24:20.585457,2024-07-20 16:44:18.616879,2024-08-02 13:11:25.923946,"no","20240716_WFB_Plate_09_1120-2_NPB","PASC_fu","Reddish"
"146","1121","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240726_Plate_08_rerun/Samples/20240726_WFB_Plate_08_1121_NPB.raw",10944380904,FALSE,666,2024-07-30 00:22:15.265984,2024-07-30 17:56:03.342295,2024-08-05 14:12:30.303892,"no","20240726_WFB_Plate_08_1121_NPB","PASC",""
"147","1122","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1122_NPB.raw",6830669765,FALSE,666,2024-06-23 23:27:56.486282,2024-06-24 09:09:16.366785,2024-07-29 22:50:51.878414,"no","20240620_WFB_Plate_03_1122_NPB","PASC","Reddish"
"148","1122-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1122-2_NPB.raw",7338387464,FALSE,666,2024-07-03 07:57:55.396629,2024-07-04 09:32:04.473156,2024-07-30 02:53:53.409428,"no","20240630_WFB_Plate_05_1122-2_NPB","PASC_fu",""
"149","1123","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1123_NPB.raw",8213762791,FALSE,666,2024-06-30 01:07:11.574341,2024-06-30 10:49:12.015074,2024-07-30 00:35:57.169607,"no","20240626_WFB_Plate_04_1123_NPB","PASC",""
"150","1124","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1124_NPB.raw",7597887304,FALSE,666,2024-06-24 22:19:20.440123,2024-06-25 16:58:21.777412,2024-07-29 22:53:10.775534,"no","20240620_WFB_Plate_03_1124_NPB","PASC",""
"151","1124-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240716_Plate_09/Samples/20240716_WFB_Plate_09_1124-2_NPB.raw",10601053375,FALSE,666,2024-07-20 08:26:47.784678,2024-07-20 16:42:48.181581,2024-08-02 13:14:18.746159,"no","20240716_WFB_Plate_09_1124-2_NPB","PASC_fu",""
"152","1125","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240704_Plate_06/Samples/20240704_WFB_Plate_06_1125_NPB.raw",9201678272,FALSE,666,2024-07-08 00:47:06.085823,2024-07-08 09:43:06.120874,2024-07-30 05:01:04.788034,"no","20240704_WFB_Plate_06_1125_NPB","PASC","Reddish"
"153","1125-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1125-2_NPB.raw",7856168170,FALSE,666,2024-07-03 12:08:40.627844,2024-07-04 09:27:48.124002,2024-07-30 02:56:16.020687,"no","20240630_WFB_Plate_05_1125-2_NPB","PASC_fu",""
"154","1126","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1126_NPB.raw",7504708109,FALSE,666,2024-06-15 04:55:28.186932,2024-06-15 17:46:53.547674,2024-07-29 19:29:22.091494,"no","20240612_WFB_Plate_01_1126_NPB","PASC",""
"155","1126-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240721_Plate_10/Samples/20240721_WFB_Plate_10_1126-2_NPB.raw",11839358974,FALSE,666,2024-07-26 04:31:00.630014,2024-07-26 17:40:26.273891,2024-08-02 13:49:51.873711,"no","20240721_WFB_Plate_10_1126-2_NPB","PASC_fu","Cloudy"
"156","1127","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1127_NPB.raw",7624838149,FALSE,666,2024-07-03 16:19:34.073153,2024-07-04 09:23:16.257927,2024-07-30 02:58:45.628906,"no","20240630_WFB_Plate_05_1127_NPB","PASC",""
"157","1128","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240704_Plate_06/Samples/20240704_WFB_Plate_06_1128_NPB.raw",10009954777,FALSE,666,2024-07-07 03:56:39.343256,2024-07-07 10:02:49.161963,2024-07-30 05:03:58.862026,"no","20240704_WFB_Plate_06_1128_NPB","PASC",""
"158","1128-2","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240726_Plate_08_rerun/Samples/20240726_WFB_Plate_08_1128-2_NPB.raw",11111505185,FALSE,666,2024-07-28 21:22:38.755547,2024-07-30 00:29:39.713514,2024-08-05 14:20:49.828926,"no","20240726_WFB_Plate_08_1128-2_NPB","PASC_fu","Reddish"
